"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads";"Quantidade Seguidores"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Escola Fund. - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Escola Infantil - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Escola Tem. Parcial - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Abrang. Saúde - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Edificações Impactadas - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Lotes - Zeis Moura Brasil";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Moura Brasil, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UECE em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Moura Brasil - Urbanização de Praça - Zeis Moura Brasil";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Equipamentos Propostos - Zeis Mucuripe";"Localização dos equipamentos , propostos pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - HIS Tipo B - Zeis Mucuripe";"Localização das habitações de interesse social do tipo B, propostas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da Zeis Mucuripe.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - HIS Tipo C - Zeis Mucuripe";"Localização das habitações de interesse social do tipo C, propostas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da Zeis Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Lotes Tipo A - Zeis mucuripe";"Mapa com informações cadastrais a respeito dos lotes Tipo A, existentes na ZEIS Mucuripe, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Lotes Tipo B - Zeis Mucuripe";"Mapa com informações cadastrais a respeito dos lotes do Tipo B na ZEIS Mucuripe, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Lotes Tipo C - Zeis Mucuripe";"Mapa com informações cadastrais a respeito dos lotes Tipo C, existentes na ZEIS Mucuripe, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Quadras - Zeis Mucuripe";"Área Livre Tipo A - Zeis Mucuripe";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Remoções Tipo B - Zeis Mucuripe";"Localização dos espaços destinados à remoção de moradores, propostos pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Remoções Tipo C - Zeis Mucuripe";"Localização dos locais proposta para remoções tipo C, propostos pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da Zeis Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Sistema Viário -  Zeis Mucuripe";"Mapa mostrando o sistema viário existente, registrado pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Área Livre Tipo A - Zeis Mucuripe";"Localização das áreas livres do tipo A, propostas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Área Livre Tipo B - Zeis Mucuripe";"Localização das áreas livres do tipo B, propostas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Mucuripe - Área Livre Tipo C - Zeis Mucuripe";"Localização das áreas livres do tipo C, propostas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Mucuripe.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Espaços Livres - Zeis Pici";"Localização dos espaços livres,  catalogados pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Lotes - Zeis Pici";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Pici, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Plan. Urb. Drenagem - Zeis Pici";"Planejamento Urbanístico de drenagem pluvial, integrante do Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Plan. Urb. Trânsito - Zeis Pici";"Planejamento Urbanístico de mobilidade, integrante do Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Prop. Equipamentos - Zeis Pici";"Localização dos equipamentos, propostos pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Prop. Esgot. Sanitário - Zeis Pici";"Rede de esgotamento sanitário, proposto pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Prop. Espaços Livres - Zeis Pici";"Localização dos espaços livres, propostos pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Terrenos HIS - Zeis Pici";"Localização dos terrenos destinados à construção de habitação de interesse social, catalogados pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Vazios Subutilizados - Zeis Pici";"Localização dos vazios subutilizados, catalogados pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pici - Área de Risco - Zeis Pici";"Localização das áreas de risco, catalogadas pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pici.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Alargamento  - Zeis Pirambu";"Mapas dos tipos de vias existentes, que poderão ser alargadas, catalogadas pela equipe da Universidade Estadual do Ceará, para o Plano Integrado de Regularização Fundiária da ZEIS Pirambu.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Equipamentos Propostos - Zeis Pirambu";"Mapa com a localização dos Equipamentos propostos pela equipe da Universidade Estadual do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pirambu.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Lotes - Zeis Pirambu";"Informações cadastrais a respeito dos lotes do Tipo B na ZEIS Pirambu, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Pontos de Alagamento - Zeis Pirambu";"Mapa com a localização dos pontos de alagamento detectados pela equipe da Universidade de Fortaleza, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Riscos Drenagem  - Zeis Pirambu";"Áreas de risco existentes, catalogados pela equipe da Universidade Estadual do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pirambu.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Pirambu - Vazios Prioritários - Zeis Pirambu";"Localização dos terrenos vazios, subutilizados e usados para agricultura, catalogados pela equipe da Universidade Estadual do Ceará, para o Plano Integrado de Regularização fundiária da Zeis Pirambu";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Fragilidade Ambiental - Zeis Poço da Draga";"Mapa mostrando a localização das áreas de fragilidade ambiental, registradas pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da ZEIS Poço da Draga.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Largos Viários - Zeis Poço da Draga";"Localização dos largos viários existentes na ZEIS Poço da Draga, registrados pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização Fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Lotes - Zeis Poço da Draga";"Informações cadastrais a respeito dos lotes existentes na ZEIS Poço da Draga, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Lotes Cenário 2  - Zeis Poço da Draga";"Proposta de cenário, tendo como referência os lotes existentes na ZEIS Poço da Draga, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Prop. Caçamba de Lixo - Zeis Poço da Draga";"Mapa mostrando os locais onde deverão ser instaladas as caçambas de lixo, propostas pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da ZEIS Poço da Draga.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Prop. Infraestrutura Viária - Zeis Poço da Draga";"Mapa da proposta de infraestrutura viária, proposta pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da ZEIS Poço da Draga.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Prop. Lotes - Zeis Poço da Draga";"Proposta de localização, dimensões e quantidade de lotes na ZEIS Poço da Draga, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade Federal do Ceará, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Prop. Parcel. Áreas Verdes - Zeis Poço da Draga";"Mapa com a proposta de parcelamento das áreas verdes, propostas pela equipe da Universidade Federal do Ceará, para o Plano Integrado de Regularização fundiária da ZEIS Poço da Draga.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Prop. Áreas Verdes - Zeis Poço da Draga";"Localização das áreas verdes proposta pelo Plano Integrado de Regularização Fundiária da ZEIS Poço da Draga.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Poço da Draga - Vazios Subutilizados - Zeis Poço da Draga";"Localização dos vazios subutilizados, existentes na Zeis Poço da Draga, levantados pela equipe da UFC que elaborou o Plano Integrado de regularização fundiária.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Praia do Futuro - Equipamento Proposto - Zeis Praia do Futuro";"Mapa com os equipamentos propostos pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Praia do Futuro.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Praia do Futuro - Lotes - Zeis Praia do Futuro";"Informações cadastrais a respeito dos lotes existentes na ZEIS Praia do Futuro, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade de Fortaleza, em 2019.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Praia do Futuro - Quadras - Zeis Praia do Futuro";"Mapa com o polígono das quadras, registradas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da Zeis Praia do Futuro.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Praia do Futuro - Sistema Viário Básico - Zeis Praia do Futuro";"Mapa mostrando o sistema viário existente, registrado pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Praia do Futuro.";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Diagnóstico Lotes - Zeis Serviluz";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Serviluz para elaboração do Plano Integrado de Regularização Fundiária elaborado pela UNIFOR em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Equipamentos Propostos - Zeis Serviluz";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Espaços Livres - Zeis Serviluz";"Sem Informação";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Lotes -  Zeis Serviluz";"Mapa com informações cadastrais a respeito dos lotes existentes na ZEIS Serviluz, para elaboração do Plano Integrado de Regularização Fundiária elaborado pela Universidade de Fortaleza, em 2019.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Quadras - Zeis Serviluz";"Localização das quadras, catalogadas pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização Fundiária da ZEIS Serviluz.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PIRF ZEIS Serviluz - Sistema Viário - Zeis Serviluz";"Mapa mostrando o sistema viário existente, registrado pela equipe da Universidade de Fortaleza, para o Plano Integrado de Regularização fundiária da ZEIS Serve Luz.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA ADMINISTRATIVA PROJETO ATLETA CIDADAO";"Neste documento contém nome do equipamento, regional, endereço, modalidade, total de vagas, sexo e dias de atendimento. ";"areninha,equipamento,esporte,futebol,projetos";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA ADMINISTRATIVA PROJETO ATLETA CIDADÃO LUTAS";"Neste documento contém nome do equipamento, regional, endereço, modalidade, total de vagas, sexo e dias de atendimento. ";"areninha,equipamento,esporte,futebol,projetos";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA ADMINISTRATIVA PROJETO ESPORTE SEM LIMITES";"Neste documento contém nome do equipamento, regional, endereço, modalidade, total de vagas, sexo e dias de atendimento. ";"areninha,equipamento,esporte,futebol,projetos";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA DE FUNDAMENTAÇÃO LEGAL ATLETA CIDADÃO LUTAS";"Neste documento contém número do edital, número do processo, valor global, total de núcleos em atividade etc.";"contrato,edital,esporte,valor";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA DE FUNDAMENTAÇÃO LEGAL PROJETO ATLETA CIDADÃO";"Neste documento contém número do edital, número do processo, período de execução, valor global, total de núcleos em atividade etc.";"contratos,edital,equipamentos,processo,valores";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA DE FUNDAMENTAÇÃO LEGAL PROJETO ESPORTE SEM LIMITES";"Neste documento contém número do edital, número do processo, período de execução, valor global, total de núcleos em atividade etc.";"contrato,edital,esporte,valor";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"PLANILHA FUNDAMENTAÇÃO LEGAL BOLSA ESPORTE";"Neste documento contém número do edital, número do processo, período de execução, valor global, total de núcleos em atividade etc.";"contrato,edital,esporte,valor";"1";"0";"5";"0"
"Prefeitura Municipal de Fortaleza";"Paradas de Ônibus - Ref. 03/2015";"Paradas de Ônibus - Referência de março/2015";"paradas de ônibus";"4";"0";"5";"0"
"Prefeitura Municipal de Fortaleza";"Parapes";"""Localização dos elementos de apoio e descanso para ciclistas, em formato geojson.""";"parapes";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Parque Escolar da Rede Municipal de Ensino de Fortaleza";"Relação oficial das Unidades Educacionais da Rede Municipal de Fortaleza.
";"Creches,Educação,Ensino.,Escolas,Parque Escolar,Unidades Educacionais,Unidades Escolares";"2";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Parque do Cocó";"Delimitação Parque  Ecológico do Cocó e sua zona de amortecimento.";"coco,parque,seuma";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Parques e Praças Urbanizados de Fortaleza";"Demonstrativo com localização e denominação das Praças e Parques no Município de Fortaleza. (aviso: Arquivo dinâmico, podem ocorrer mudanças de nomenclatura ou urbanização que ainda não foram inseridos ou atualizados neste arquivo).";"parques,praças,urbanização";"1";"0";"6";"0"
"Prefeitura Municipal de Fortaleza";"Parques e Unidades de Conservação";"Delimitação dos Parques e Unidades de Conservação municipais.";"parque,seuma,unidade conservação";"1";"0";"12";"0"
"Prefeitura Municipal de Fortaleza";"Passagens dos Servidores da Prefeitura Municipal de Fortaleza do ano 2022";"Passagens de todos os Servidores da Prefeitura Municipal de Fortaleza do ano 2022";"diárias,passagens,servidores";"2";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Passagens e diárias em viagens de servidores da Prefeitura Municipal de Fortaleza em 2023";"Relação de passagens e diárias em viagens de servidores da Prefeitura Municipal de Fortaleza no ano de 2023";"diárias,passagens,servidores";"2";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Perfil dos Profissionais da Secretaria Municipal da Educação (SME)";"Código identificador do servidor; faixa etária; gênero; município e estado de nascimento; nacionalidade; município e estado de residência; raça/cor; deficiência por tipo; situação (efetivo, comissionado, admitido); cargo base; área de atuação; data de início no cargo base; unidade de atuação base; endereço completo e coordenadas geográficas; código INEP e tipo da unidade; lotação; tipo de lotação (definitiva, temporária); cargo atual; área de atuação atual; unidade atual; endereço completo e coordenadas geográficas; código INEP e tipo da unidade atual; função; jornada; etapa, ciclo e modalidade de ensino, atribuição; carga horária; ocorrências.";"perfil.profissionais.sme";"1";"0";"4";"0"
"Prefeitura Municipal de Fortaleza";"Pesquisa Nacional de Amostragem por Domicílio";"Pesquisa Nacional de Amostragem por Domicílio ";"economia,governo";"1";"0";"25";"0"
"Prefeitura Municipal de Fortaleza";"Planilha Administrativa Projeto Atleta Cidadão";"Neste documento contém nome do equipamento,regional,endereço,modalidade,total,futebol,projetos.";"areninhas,equipamento,esporte,futebol,projetos";"1";"0";"5";"0"
"Prefeitura Municipal de Fortaleza";"Planilha Administrativa Projeto Atleta Cidadão Lutas";"Neste arquivo contém nome do equipamento,regional,endereço,modalidade,total de vagas,sexo e dias de atendimento.";"areninha,equipamento,esporte,futebol,projeto";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha Administrativa projeto Esportivo sem Limite";"Este documento contém nome do equipamento, regional, endereço, modalidade,total,vagas,sexo e dias de atendimento.";"areninhas,equipamento,esporte,futebol,projetos";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha Administrativa projeto- viver + julho 2024";"Neste documento contém, núcleo,Regional,modalidade,endereço,total de vagas,sexo e dias de atendimento.";"Regional,endereço,mais,modalidade,núcleo,projeto viver";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha de Fundamentação legal - projeto Viver + julho 2024";"Neste documento viver + contém número do edital,total de vagas,valor global,período de execução.";"contrato,edital,projeto,valor,viver";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha de Fundamentação legal projeto Atleta Cidadão";"Neste documento contém número do edital,número do processo, período de execução,valor global,total de núcleos em atividade etc.";"contrato,edital,equipamento,processo,valores";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha de Fundamentação legal projeto Esportivo sem Limite";"Este documento contém número do edital,número do processo, período de execução, valor global, total de núcleos em atividade etc.";"contrato,edital,esporte,valor";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Planilha de fundamentação legal Atleta Cidadão lutas";"Neste documento contém número do edital,número do processo,valor global,total de núcleos em atividade etc.";"contrato,edital,esporte,valor";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Plano Básico de Zona de Proteção de Helipontos  - PBZPH";"Plano Básico de Zona de Proteção de Helipontos  - PBZPH";"pbzph,seuma";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Plano Plurianual – PPA";"Plano Plurianual – PPA";"gestão,orçamento,planejamento,ppa";"2";"0";"8";"0"
"Prefeitura Municipal de Fortaleza";"Plano da Zona de Proteção e Auxílios Navegação Aérea do Aeroporto Internacional Pinto Martins - PZPANA.";"Plano da Zona de Proteção e Auxílio Navegação Aérea do Aeroporto Internacional Pinto Martins - PZPANA.";"aerodromos,pinto martins,pzpana,seuma";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Plano de Contratação Anual - SEPOG - 18101";"";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Podas, recolhimento e supressão de árvores";"Relaciona serviços de poda, recolhimento e supressão de árvores na cidade de Fortaleza realizados pela UrbFor através da empresa Athos Construções LTDA  de CNPJ: 08.237585/0001-70";"arborização,meio ambiente,plantas,urbanismo";"11";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Pontos de Controle de Ônibus de Fortaleza";"Este conjunto de dados contém informações dos Pontos de controle dos ônibus de Fortaleza.";"pontos de controle,ônibus";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Pontos de Iluminação Púbica";"Este conjunto de dados contém os dados georreferenciados dos pontos de iluminação pública da cidade de Fortaleza.";"iluminação pública,pontos de iluminação";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Pontos de Lixo Fortaleza";"Mapeamento dos Pontos de Lixo da Cidade de Fortaleza";"fortaleza,lixo";"1";"0";"7";"0"
"Prefeitura Municipal de Fortaleza";"Praças Vivas";"As praças vivas são um conjunto de intervenções de baixo custo que tem como objetivo ocupar de forma democrática espaços atualmente ociosos da malha viária da cidade com requalificação, sinalização, implantação de mobiliários, limpeza, melhoria da iluminação e reordenamento do trânsito, além de ações de urbanismo tático e arte urbana.";"praças vivas";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Praças e Largos";"Localização de praças e largos.";"largos,praças,seuma";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Praças e Áreas Verdes - Praças de Fortaleza";"Delimitação do conjunto de Praças de Fortaleza.";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 02/2023";"Processos Homologados 02/2023";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 03/2023";"Processos Homologados 03/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 04/2023";"Processos Homologados 04/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 05/2023";"Processos Homologados 05/2023";"";"1";"0";"3";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 06/2023";"Processos Homologados 06/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados 07/2023";"Processos Homologados 07/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Processos Homologados Ipem 08/2023";"Processos Homologados Ipem 08/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-Medidos 01/2023";"Produtos Pré-Medidos 01/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 02/2023";"Produtos Pré-medidos 02/2023";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 03/2023";"Produtos Pré-medidos 03/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 04/2023";"Produtos Pré-medidos 04/2023";"";"1";"0";"2";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 05/2023";"Produtos Pré-medidos 05/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 06/2023";"Produtos Pré-medidos 06/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos 07/2023";"Produtos Pré-medidos 07/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produtos Pré-medidos Ipem 08/2023";"Produtos Pré-medidos Ipem 08/2023";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Produção habitacional Fortaleza - 2011 a 2023";"Produção habitacional entregue entre 2011 e 2023 no município de Fortaleza.  
Trata-se dos empreendimentos promovidos pelo poder público voltados ao atendimento de famílias que se enquadram no perfil de habitação de interesse social. 
";"Habitação de interesse social,conjuntos habitacionais,empreendimentos de interesse social,moradia";"1";"0";"13";"0"
"Prefeitura Municipal de Fortaleza";"Programa Fortaleza Cidade com Futuro - Informe de Missão";"Informe de missão de seguimento do Programa Fortaleza Cidade com Futuro que tem como objetivo geral impulsionar o potencial turístico e a competitividade da cidade de Fortaleza, criando as condições para melhorar o desenvolvimento social e econômico da população.";"cidade com futuro";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-11 NOVEMBRO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de NOVEMBRO/2022";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-12 DEZEMBRO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de DEZEMBRO/2022";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-5 MAIO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de MAIO/2022";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-6 JUNHO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de JUNHO/2022";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-8 AGOSTO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de AGOSTO/2022";"";"1";"0";"0";"0"
"Prefeitura Municipal de Fortaleza";"Programa Gente de Valor 2022-9 SETEMBRO";"Quantitativo de atividades desenvolvidas pelo Programa Gente de Valor do IMPARH no mês de SETEMBRO/2022";"";"1";"0";"0";"0"
